sensor_data_id,crane_id,component_id,timestamp,temperature,vibration,load,motor_current,hydraulic_pressure,runtime_hours,ambient_temperature,temp_rolling_avg,vib_rolling_avg,health_label,RUL
SD-00584,CR-003,CMP-001,2026-09-13 23:18,92.27,1.986,31.0,46.1,175.3,1662.4,28.1,92.27,1.986,High Risk,159
SD-00585,CR-003,CMP-001,2026-09-14 02:54,91.72,1.91,28.8,47.8,178.0,1666.0,26.9,91.72,1.91,High Risk,156
SD-00586,CR-003,CMP-001,2026-09-14 06:30,95.24,1.955,32.3,42.8,177.6,1669.6,29.0,95.24,1.955,High Risk,152
SD-00587,CR-003,CMP-001,2026-09-14 10:06,91.29,2.064,31.2,41.3,178.0,1673.2,23.0,91.29,2.064,High Risk,149
SD-00588,CR-003,CMP-001,2026-09-14 13:42,91.03,2.165,26.5,44.5,173.8,1676.8,32.1,91.03,2.165,High Risk,145
SD-00589,CR-003,CMP-001,2026-09-14 17:18,89.38,1.956,31.7,53.6,174.4,1680.4,25.5,89.38,1.956,High Risk,142
SD-00590,CR-003,CMP-001,2026-09-14 20:54,97.31,2.173,29.7,45.6,174.7,1684.0,27.7,97.31,2.173,High Risk,138
SD-00591,CR-003,CMP-001,2026-09-15 00:30,93.86,2.166,30.2,44.8,183.3,1687.6,28.6,93.86,2.166,High Risk,135
SD-00592,CR-003,CMP-001,2026-09-15 04:06,94.65,2.172,25.2,47.9,171.8,1691.2,24.9,94.65,2.172,High Risk,131
SD-00593,CR-003,CMP-001,2026-09-15 07:42,94.05,2.261,23.4,47.9,178.8,1694.8,28.2,94.05,2.261,High Risk,128
SD-00594,CR-003,CMP-001,2026-09-15 11:18,93.21,1.961,28.6,45.7,161.9,1698.4,30.4,93.21,1.961,High Risk,124
SD-00595,CR-003,CMP-001,2026-09-15 14:54,95.44,2.074,28.6,51.2,176.3,1702.0,29.8,95.44,2.074,High Risk,121
SD-00596,CR-003,CMP-001,2026-09-15 18:30,93.01,2.18,28.8,48.6,167.4,1705.6,28.6,93.01,2.18,High Risk,117
SD-00597,CR-003,CMP-001,2026-09-15 22:06,92.02,2.029,26.0,44.8,187.7,1709.2,30.7,92.02,2.029,High Risk,114
SD-00598,CR-003,CMP-001,2026-09-16 01:42,97.6,1.987,28.2,44.1,170.8,1712.8,26.2,97.6,1.987,High Risk,110
SD-00599,CR-003,CMP-001,2026-09-16 05:18,96.32,2.058,30.7,49.8,188.8,1716.4,25.0,96.32,2.058,High Risk,107
SD-00600,CR-003,CMP-001,2026-09-16 08:54,96.44,2.187,25.6,51.0,177.0,1720.0,27.5,96.44,2.187,High Risk,103
SD-00601,CR-004,CMP-001,2026-08-17 12:30,59.01,0.271,22.1,28.0,148.1,1003.6,26.4,59.01,0.271,Normal,1500
SD-00602,CR-004,CMP-001,2026-08-17 16:06,59.06,0.343,15.3,27.4,145.1,1007.2,28.2,59.06,0.343,Normal,1494
SD-00603,CR-004,CMP-001,2026-08-17 19:42,59.79,0.316,19.4,29.1,141.1,1010.8,27.4,59.79,0.316,Normal,1488
SD-00604,CR-004,CMP-001,2026-08-17 23:18,61.43,0.336,15.3,28.5,137.1,1014.4,28.1,61.43,0.336,Normal,1482
SD-00605,CR-004,CMP-001,2026-08-18 02:54,62.28,0.262,16.3,29.1,138.8,1018.0,26.7,62.28,0.262,Normal,1476
SD-00606,CR-004,CMP-001,2026-08-18 06:30,60.72,0.275,17.5,29.1,146.7,1021.6,28.5,60.72,0.275,Normal,1470
SD-00607,CR-004,CMP-001,2026-08-18 10:06,59.59,0.315,17.8,28.7,143.0,1025.2,27.6,59.59,0.315,Normal,1464
SD-00608,CR-004,CMP-001,2026-08-18 13:42,58.81,0.299,16.4,26.3,146.0,1028.8,28.4,58.81,0.299,Normal,1458
SD-00609,CR-004,CMP-001,2026-08-18 17:18,60.94,0.283,18.8,28.8,146.8,1032.4,26.3,60.94,0.283,Normal,1452
SD-00610,CR-004,CMP-001,2026-08-18 20:54,60.18,0.315,18.0,24.9,145.6,1036.0,32.4,60.18,0.315,Normal,1446
SD-00611,CR-004,CMP-001,2026-08-19 00:30,59.57,0.271,18.7,28.5,149.8,1039.6,25.5,59.57,0.271,Normal,1440
SD-00612,CR-004,CMP-001,2026-08-19 04:06,60.88,0.324,17.7,28.5,149.1,1043.2,29.7,60.88,0.324,Normal,1434
SD-00613,CR-004,CMP-001,2026-08-19 07:42,58.63,0.333,17.9,28.1,145.3,1046.8,27.7,58.63,0.333,Normal,1428
SD-00614,CR-004,CMP-001,2026-08-19 11:18,61.43,0.297,15.8,27.4,145.7,1050.4,30.5,61.43,0.297,Normal,1422
SD-00615,CR-004,CMP-001,2026-08-19 14:54,60.72,0.266,23.0,28.4,150.1,1054.0,27.7,60.72,0.266,Normal,1416
SD-00616,CR-004,CMP-001,2026-08-19 18:30,60.64,0.334,20.4,29.6,148.5,1057.6,27.4,60.64,0.334,Normal,1410
SD-00617,CR-004,CMP-001,2026-08-19 22:06,59.31,0.313,19.9,27.7,149.3,1061.2,30.9,59.31,0.313,Normal,1404
SD-00618,CR-004,CMP-001,2026-08-20 01:42,58.9,0.267,17.7,28.5,142.9,1064.8,30.7,58.9,0.267,Normal,1398
SD-00619,CR-004,CMP-001,2026-08-20 05:18,60.51,0.302,15.1,26.0,146.1,1068.4,23.7,60.51,0.302,Normal,1392
SD-00620,CR-004,CMP-001,2026-08-20 08:54,61.22,0.294,24.5,31.5,144.3,1072.0,27.8,61.22,0.294,Normal,1386
SD-00621,CR-004,CMP-001,2026-08-20 12:30,61.19,0.368,14.7,25.3,142.5,1075.6,29.2,61.19,0.368,Normal,1380
SD-00622,CR-004,CMP-001,2026-08-20 16:06,60.6,0.343,15.6,24.5,148.4,1079.2,26.3,60.6,0.343,Normal,1374
SD-00623,CR-004,CMP-001,2026-08-20 19:42,57.58,0.306,19.6,27.8,143.2,1082.8,27.7,57.58,0.306,Normal,1368
SD-00624,CR-004,CMP-001,2026-08-20 23:18,59.56,0.246,16.6,28.8,146.3,1086.4,28.3,59.56,0.246,Normal,1362
SD-00625,CR-004,CMP-001,2026-08-21 02:54,58.81,0.293,13.6,28.3,150.7,1090.0,25.1,58.81,0.293,Normal,1356
SD-00626,CR-004,CMP-001,2026-08-21 06:30,59.3,0.313,20.5,27.3,142.2,1093.6,24.1,59.3,0.313,Normal,1350
SD-00627,CR-004,CMP-001,2026-08-21 10:06,60.12,0.382,18.6,28.0,146.3,1097.2,28.0,60.12,0.382,Normal,1344
SD-00628,CR-004,CMP-001,2026-08-21 13:42,59.02,0.333,18.5,28.0,141.1,1100.8,30.6,59.02,0.333,Normal,1338
SD-00629,CR-004,CMP-001,2026-08-21 17:18,60.8,0.278,20.0,27.3,141.9,1104.4,26.5,60.8,0.278,Normal,1332
SD-00630,CR-004,CMP-001,2026-08-21 20:54,57.87,0.319,14.3,26.2,136.7,1108.0,27.8,57.87,0.319,Normal,1326
SD-00631,CR-004,CMP-001,2026-08-22 00:30,59.82,0.287,15.9,26.2,146.9,1111.6,26.9,59.82,0.287,Normal,1320
SD-00632,CR-004,CMP-001,2026-08-22 04:06,60.38,0.265,18.4,30.0,147.3,1115.2,27.2,60.38,0.265,Normal,1314
SD-00633,CR-004,CMP-001,2026-08-22 07:42,60.31,0.29,18.0,27.5,144.3,1118.8,28.4,60.31,0.29,Normal,1308
SD-00634,CR-004,CMP-001,2026-08-22 11:18,58.81,0.259,15.2,25.6,140.1,1122.4,28.3,58.81,0.259,Normal,1302
SD-00635,CR-004,CMP-001,2026-08-22 14:54,58.93,0.321,18.1,25.0,147.6,1126.0,29.6,58.93,0.321,Normal,1296
SD-00636,CR-004,CMP-001,2026-08-22 18:30,58.81,0.317,16.3,28.1,139.9,1129.6,24.4,58.81,0.317,Normal,1290
SD-00637,CR-004,CMP-001,2026-08-22 22:06,59.54,0.295,17.2,26.2,143.4,1133.2,28.5,59.54,0.295,Normal,1284
SD-00638,CR-004,CMP-001,2026-08-23 01:42,59.95,0.307,16.7,29.8,140.3,1136.8,29.0,59.95,0.307,Normal,1278
SD-00639,CR-004,CMP-001,2026-08-23 05:18,61.42,0.319,17.6,27.2,149.1,1140.4,25.2,61.42,0.319,Normal,1272
SD-00640,CR-004,CMP-001,2026-08-23 08:54,58.84,0.284,20.5,28.6,141.1,1144.0,27.4,58.84,0.284,Normal,1266
SD-00641,CR-004,CMP-001,2026-08-23 12:30,59.26,0.272,20.0,25.9,151.4,1147.6,29.7,59.26,0.272,Normal,1260
SD-00642,CR-004,CMP-001,2026-08-23 16:06,61.31,0.281,17.7,25.9,142.9,1151.2,29.0,61.31,0.281,Normal,1254
SD-00643,CR-004,CMP-001,2026-08-23 19:42,61.56,0.256,17.3,27.8,139.4,1154.8,29.2,61.56,0.256,Normal,1248
SD-00644,CR-004,CMP-001,2026-08-23 23:18,59.13,0.292,17.1,26.8,145.0,1158.4,27.6,59.13,0.292,Normal,1242
SD-00645,CR-004,CMP-001,2026-08-24 02:54,59.55,0.271,18.6,30.5,145.6,1162.0,30.0,59.55,0.271,Normal,1236
SD-00646,CR-004,CMP-001,2026-08-24 06:30,58.33,0.306,15.8,25.8,142.0,1165.6,30.4,58.33,0.306,Normal,1230
SD-00647,CR-004,CMP-001,2026-08-24 10:06,61.14,0.31,14.9,27.7,146.2,1169.2,28.4,61.14,0.31,Normal,1224
SD-00648,CR-004,CMP-001,2026-08-24 13:42,57.79,0.264,17.9,28.8,136.2,1172.8,27.7,57.79,0.264,Normal,1218
SD-00649,CR-004,CMP-001,2026-08-24 17:18,60.17,0.334,19.4,28.9,141.8,1176.4,24.2,60.17,0.334,Normal,1212
SD-00650,CR-004,CMP-001,2026-08-24 20:54,59.53,0.34,20.8,29.1,146.7,1180.0,28.8,59.53,0.34,Normal,1206
SD-00651,CR-004,CMP-001,2026-08-25 00:30,59.33,0.295,21.3,26.6,151.5,1183.6,27.4,59.33,0.295,Normal,1200
SD-00652,CR-004,CMP-001,2026-08-25 04:06,61.59,0.244,19.2,26.9,139.3,1187.2,28.4,61.59,0.244,Normal,1194
SD-00653,CR-004,CMP-001,2026-08-25 07:42,61.21,0.266,15.0,27.9,144.7,1190.8,29.1,61.21,0.266,Normal,1188
SD-00654,CR-004,CMP-001,2026-08-25 11:18,61.14,0.298,21.7,28.3,143.6,1194.4,24.8,61.14,0.298,Normal,1182
SD-00655,CR-004,CMP-001,2026-08-25 14:54,59.68,0.287,19.9,28.7,140.3,1198.0,28.3,59.68,0.287,Normal,1176
SD-00656,CR-004,CMP-001,2026-08-25 18:30,60.81,0.361,19.8,29.1,145.2,1201.6,28.8,60.81,0.361,Normal,1170
SD-00657,CR-004,CMP-001,2026-08-25 22:06,61.5,0.247,17.3,26.8,146.5,1205.2,30.5,61.5,0.247,Normal,1164
SD-00658,CR-004,CMP-001,2026-08-26 01:42,59.28,0.204,17.2,29.4,147.2,1208.8,28.9,59.28,0.204,Normal,1158
SD-00659,CR-004,CMP-001,2026-08-26 05:18,59.66,0.249,19.0,26.7,153.7,1212.4,29.1,59.66,0.249,Normal,1152
SD-00660,CR-004,CMP-001,2026-08-26 08:54,59.3,0.276,17.8,27.6,149.5,1216.0,28.4,59.3,0.276,Normal,1146
SD-00661,CR-004,CMP-001,2026-08-26 12:30,59.12,0.376,18.1,29.2,142.6,1219.6,28.7,59.12,0.376,Normal,1140
SD-00662,CR-004,CMP-001,2026-08-26 16:06,60.37,0.224,22.0,29.9,143.4,1223.2,25.8,60.37,0.224,Normal,1134
SD-00663,CR-004,CMP-001,2026-08-26 19:42,60.42,0.303,18.7,28.3,147.0,1226.8,30.9,60.42,0.303,Normal,1128
SD-00664,CR-004,CMP-001,2026-08-26 23:18,60.68,0.258,20.7,30.5,157.6,1230.4,25.8,60.68,0.258,Normal,1122
SD-00665,CR-004,CMP-001,2026-08-27 02:54,60.29,0.217,19.1,27.2,152.7,1234.0,26.5,60.29,0.217,Normal,1116
SD-00666,CR-004,CMP-001,2026-08-27 06:30,57.97,0.281,14.0,29.1,136.7,1237.6,28.1,57.97,0.281,Normal,1110
SD-00667,CR-004,CMP-001,2026-08-27 10:06,57.51,0.287,21.3,28.5,141.5,1241.2,27.9,57.51,0.287,Normal,1104
SD-00668,CR-004,CMP-001,2026-08-27 13:42,60.02,0.319,15.3,28.9,134.2,1244.8,26.7,60.02,0.319,Normal,1098
SD-00669,CR-004,CMP-001,2026-08-27 17:18,59.41,0.325,18.0,25.9,141.1,1248.4,28.4,59.41,0.325,Normal,1092
SD-00670,CR-004,CMP-001,2026-08-27 20:54,59.91,0.277,17.0,29.0,142.9,1252.0,27.8,59.91,0.277,Normal,1086
SD-00671,CR-004,CMP-001,2026-08-28 00:30,62.6,0.243,14.3,29.2,142.3,1255.6,27.4,62.6,0.243,Normal,1080
SD-00672,CR-004,CMP-001,2026-08-28 04:06,59.06,0.29,21.2,29.2,148.4,1259.2,25.2,59.06,0.29,Normal,1074
SD-00673,CR-004,CMP-001,2026-08-28 07:42,58.62,0.186,16.4,29.4,147.1,1262.8,27.6,58.62,0.186,Normal,1068
SD-00674,CR-004,CMP-001,2026-08-28 11:18,59.97,0.272,18.4,29.1,138.5,1266.4,28.6,59.97,0.272,Normal,1062
SD-00675,CR-004,CMP-001,2026-08-28 14:54,61.12,0.283,19.4,32.2,144.6,1270.0,28.8,61.12,0.283,Normal,1056
SD-00676,CR-004,CMP-001,2026-08-28 18:30,59.11,0.307,18.9,28.3,140.9,1273.6,28.4,59.11,0.307,Normal,1050
SD-00677,CR-004,CMP-001,2026-08-28 22:06,61.75,0.318,19.9,27.6,148.0,1277.2,28.6,61.75,0.318,Normal,1044
SD-00678,CR-004,CMP-001,2026-08-29 01:42,58.86,0.313,16.0,27.1,145.8,1280.8,28.6,58.86,0.313,Normal,1038
SD-00679,CR-004,CMP-001,2026-08-29 05:18,58.57,0.342,19.1,26.9,138.8,1284.4,27.7,58.57,0.342,Normal,1032
SD-00680,CR-004,CMP-001,2026-08-29 08:54,59.46,0.305,17.3,25.0,143.4,1288.0,27.4,59.46,0.305,Normal,1026
SD-00681,CR-004,CMP-001,2026-08-29 12:30,60.76,0.272,21.4,25.1,150.2,1291.6,27.6,60.76,0.272,Normal,1020
SD-00682,CR-004,CMP-001,2026-08-29 16:06,61.03,0.303,20.3,27.4,140.6,1295.2,30.8,61.03,0.303,Normal,1014
SD-00683,CR-004,CMP-001,2026-08-29 19:42,59.86,0.309,20.5,26.5,147.4,1298.8,26.8,59.86,0.309,Normal,1008
SD-00684,CR-004,CMP-001,2026-08-29 23:18,59.84,0.303,15.0,26.8,150.4,1302.4,29.8,59.84,0.303,Normal,1002
SD-00685,CR-004,CMP-001,2026-08-30 02:54,59.92,0.31,17.4,30.0,144.2,1306.0,28.5,59.92,0.31,Normal,996
SD-00686,CR-004,CMP-001,2026-08-30 06:30,61.38,0.269,21.1,25.7,151.5,1309.6,27.3,61.38,0.269,Normal,990
SD-00687,CR-004,CMP-001,2026-08-30 10:06,59.71,0.224,17.1,26.4,142.6,1313.2,27.7,59.71,0.224,Normal,984
SD-00688,CR-004,CMP-001,2026-08-30 13:42,61.15,0.308,18.6,26.4,141.5,1316.8,31.6,61.15,0.308,Normal,978
SD-00689,CR-004,CMP-001,2026-08-30 17:18,59.12,0.366,17.5,28.0,149.3,1320.4,30.5,59.12,0.366,Normal,972
SD-00690,CR-004,CMP-001,2026-08-30 20:54,59.87,0.284,17.9,28.5,148.6,1324.0,28.0,59.87,0.284,Normal,966
SD-00691,CR-004,CMP-001,2026-08-31 00:30,60.74,0.366,18.8,28.5,138.9,1327.6,22.7,60.74,0.366,Normal,960
SD-00692,CR-004,CMP-001,2026-08-31 04:06,60.47,0.296,17.0,28.4,144.8,1331.2,30.3,60.47,0.296,Normal,954
SD-00693,CR-004,CMP-001,2026-08-31 07:42,60.1,0.27,20.0,27.7,147.1,1334.8,27.0,60.1,0.27,Normal,948
SD-00694,CR-004,CMP-001,2026-08-31 11:18,59.22,0.303,18.0,28.7,143.9,1338.4,24.3,59.22,0.303,Normal,942
SD-00695,CR-004,CMP-001,2026-08-31 14:54,59.48,0.332,17.4,27.6,148.9,1342.0,26.6,59.48,0.332,Normal,936
SD-00696,CR-004,CMP-001,2026-08-31 18:30,58.15,0.294,17.0,26.6,144.3,1345.6,29.0,58.15,0.294,Normal,930
SD-00697,CR-004,CMP-001,2026-08-31 22:06,59.99,0.312,21.6,27.5,146.1,1349.2,27.0,59.99,0.312,Normal,924
SD-00698,CR-004,CMP-001,2026-09-01 01:42,58.98,0.277,17.0,28.5,154.4,1352.8,26.6,58.98,0.277,Normal,918
SD-00699,CR-004,CMP-001,2026-09-01 05:18,59.5,0.297,18.8,28.4,150.1,1356.4,23.1,59.5,0.297,Normal,912
SD-00700,CR-004,CMP-001,2026-09-01 08:54,57.14,0.28,20.2,25.7,133.0,1360.0,29.1,57.14,0.28,Normal,906
SD-00701,CR-004,CMP-001,2026-09-01 12:30,60.29,0.256,16.0,26.5,145.4,1363.6,26.7,60.29,0.256,Normal,900
SD-00702,CR-004,CMP-001,2026-09-01 16:06,60.59,0.186,16.3,26.3,144.0,1367.2,26.9,60.59,0.186,Normal,894
SD-00703,CR-004,CMP-001,2026-09-01 19:42,60.96,0.226,18.1,28.8,152.4,1370.8,27.0,60.96,0.226,Normal,888
SD-00704,CR-004,CMP-001,2026-09-01 23:18,60.39,0.228,13.2,29.3,145.0,1374.4,30.4,60.39,0.228,Normal,882
SD-00705,CR-004,CMP-001,2026-09-02 02:54,58.35,0.321,21.7,28.6,146.1,1378.0,28.0,58.35,0.321,Normal,876
SD-00706,CR-004,CMP-001,2026-09-02 06:30,58.11,0.354,16.8,28.8,138.7,1381.6,25.6,58.11,0.354,Normal,870
SD-00707,CR-004,CMP-001,2026-09-02 10:06,61.72,0.286,20.9,27.9,137.6,1385.2,29.8,61.72,0.286,Normal,864
SD-00708,CR-004,CMP-001,2026-09-02 13:42,59.29,0.328,18.1,25.7,145.7,1388.8,32.4,59.29,0.328,Normal,858
SD-00709,CR-004,CMP-001,2026-09-02 17:18,60.59,0.298,20.2,28.3,145.8,1392.4,25.8,60.59,0.298,Normal,852
SD-00710,CR-004,CMP-001,2026-09-02 20:54,60.28,0.341,16.3,30.1,144.6,1396.0,26.2,60.28,0.341,Normal,846
SD-00711,CR-004,CMP-001,2026-09-03 00:30,61.2,0.289,19.5,27.6,144.8,1399.6,29.0,61.2,0.289,Normal,840
SD-00712,CR-004,CMP-001,2026-09-03 04:06,60.35,0.22,15.8,29.4,144.5,1403.2,27.0,60.35,0.22,Normal,834
SD-00713,CR-004,CMP-001,2026-09-03 07:42,58.37,0.257,14.0,27.8,142.6,1406.8,26.1,58.37,0.257,Normal,828
SD-00714,CR-004,CMP-001,2026-09-03 11:18,59.92,0.315,22.2,25.7,149.6,1410.4,29.9,59.92,0.315,Normal,822
SD-00715,CR-004,CMP-001,2026-09-03 14:54,59.07,0.308,17.1,28.3,151.0,1414.0,29.2,59.07,0.308,Normal,816
SD-00716,CR-004,CMP-001,2026-09-03 18:30,60.61,0.283,15.0,27.7,149.8,1417.6,24.9,60.61,0.283,Normal,810
SD-00717,CR-004,CMP-001,2026-09-03 22:06,58.73,0.305,16.0,26.8,143.3,1421.2,25.3,58.73,0.305,Normal,804
SD-00718,CR-004,CMP-001,2026-09-04 01:42,58.83,0.328,15.4,25.6,142.5,1424.8,29.5,58.83,0.328,Normal,798
SD-00719,CR-004,CMP-001,2026-09-04 05:18,59.76,0.281,18.1,25.4,147.0,1428.4,28.8,59.76,0.281,Normal,792
SD-00720,CR-004,CMP-001,2026-09-04 08:54,59.51,0.34,15.7,29.7,145.6,1432.0,27.3,59.51,0.34,Normal,786
SD-00721,CR-004,CMP-001,2026-09-04 12:30,59.98,0.296,20.4,26.4,141.9,1435.6,30.1,59.98,0.296,Normal,780
SD-00722,CR-004,CMP-001,2026-09-04 16:06,59.29,0.336,21.4,27.4,147.7,1439.2,25.7,59.29,0.336,Normal,774
SD-00723,CR-004,CMP-001,2026-09-04 19:42,60.91,0.308,18.9,27.0,138.4,1442.8,29.0,60.91,0.308,Normal,768
SD-00724,CR-004,CMP-001,2026-09-04 23:18,57.52,0.287,19.9,28.3,152.8,1446.4,30.1,57.52,0.287,Normal,762
SD-00725,CR-004,CMP-001,2026-09-05 02:54,59.22,0.301,17.9,25.6,141.2,1450.0,26.9,59.22,0.301,Normal,756
SD-00726,CR-004,CMP-001,2026-09-05 06:30,57.56,0.302,17.5,25.5,146.6,1453.6,29.4,57.56,0.302,Normal,750
SD-00727,CR-004,CMP-001,2026-09-05 10:06,60.27,0.287,19.2,29.0,146.2,1457.2,26.4,60.27,0.287,Normal,744
SD-00728,CR-004,CMP-001,2026-09-05 13:42,60.33,0.348,16.8,31.1,142.9,1460.8,28.1,60.33,0.348,Normal,738
SD-00729,CR-004,CMP-001,2026-09-05 17:18,59.19,0.309,14.5,27.2,140.6,1464.4,28.3,59.19,0.309,Normal,732
SD-00730,CR-004,CMP-001,2026-09-05 20:54,61.19,0.326,13.3,31.1,146.2,1468.0,26.4,61.19,0.326,Normal,726
SD-00731,CR-004,CMP-001,2026-09-06 00:30,60.19,0.307,16.7,28.3,142.6,1471.6,27.2,60.19,0.307,Normal,720
SD-00732,CR-004,CMP-001,2026-09-06 04:06,59.18,0.243,18.3,28.9,147.1,1475.2,29.6,59.18,0.243,Normal,714
SD-00733,CR-004,CMP-001,2026-09-06 07:42,60.39,0.279,19.7,26.0,141.4,1478.8,26.1,60.39,0.279,Normal,708
SD-00734,CR-004,CMP-001,2026-09-06 11:18,61.3,0.338,19.0,29.6,141.5,1482.4,28.7,61.3,0.338,Normal,702
SD-00735,CR-004,CMP-001,2026-09-06 14:54,59.85,0.334,17.8,27.4,147.2,1486.0,29.8,59.85,0.334,Normal,696
SD-00736,CR-004,CMP-001,2026-09-06 18:30,59.2,0.298,15.9,24.3,145.8,1489.6,29.2,59.2,0.298,Normal,690
SD-00737,CR-004,CMP-001,2026-09-06 22:06,60.31,0.222,17.3,24.7,150.5,1493.2,25.8,60.31,0.222,Normal,684
SD-00738,CR-004,CMP-001,2026-09-07 01:42,61.51,0.338,16.2,26.3,146.4,1496.8,26.3,61.51,0.338,Normal,678
SD-00739,CR-004,CMP-001,2026-09-07 05:18,60.12,0.281,14.4,24.7,145.9,1500.4,26.9,60.12,0.281,Normal,672
SD-00740,CR-004,CMP-001,2026-09-07 08:54,59.34,0.328,20.3,27.6,143.6,1504.0,29.0,59.34,0.328,Normal,666
SD-00741,CR-004,CMP-001,2026-09-07 12:30,58.37,0.309,19.1,29.0,137.3,1507.6,26.5,58.37,0.309,Normal,660
SD-00742,CR-004,CMP-001,2026-09-07 16:06,58.95,0.304,19.0,30.2,143.0,1511.2,27.0,58.95,0.304,Normal,654
SD-00743,CR-004,CMP-001,2026-09-07 19:42,61.38,0.312,20.5,28.4,140.4,1514.8,25.3,61.38,0.312,Normal,648
SD-00744,CR-004,CMP-001,2026-09-07 23:18,58.14,0.326,20.4,30.8,148.4,1518.4,30.3,58.14,0.326,Normal,642
SD-00745,CR-004,CMP-001,2026-09-08 02:54,59.3,0.254,19.7,28.6,145.4,1522.0,28.8,59.3,0.254,Normal,636
SD-00746,CR-004,CMP-001,2026-09-08 06:30,60.39,0.351,20.6,28.8,148.4,1525.6,29.0,60.39,0.351,Normal,630
SD-00747,CR-004,CMP-001,2026-09-08 10:06,59.45,0.33,15.2,29.6,140.2,1529.2,28.6,59.45,0.33,Normal,624
SD-00748,CR-004,CMP-001,2026-09-08 13:42,58.99,0.322,17.9,25.6,146.7,1532.8,26.8,58.99,0.322,Normal,618
SD-00749,CR-004,CMP-001,2026-09-08 17:18,61.06,0.3,18.8,26.6,142.6,1536.4,27.1,61.06,0.3,Normal,612
SD-00750,CR-004,CMP-001,2026-09-08 20:54,61.03,0.367,16.4,29.6,136.3,1540.0,25.6,61.03,0.367,Normal,606
SD-00751,CR-004,CMP-001,2026-09-09 00:30,58.85,0.246,14.8,28.6,144.1,1543.6,28.8,58.85,0.246,Normal,600
SD-00752,CR-004,CMP-001,2026-09-09 04:06,60.83,0.311,19.3,27.9,140.3,1547.2,30.1,60.83,0.311,Normal,594
SD-00753,CR-004,CMP-001,2026-09-09 07:42,59.29,0.263,17.6,26.6,143.3,1550.8,28.7,59.29,0.263,Normal,588
SD-00754,CR-004,CMP-001,2026-09-09 11:18,60.42,0.264,17.0,29.6,147.0,1554.4,32.2,60.42,0.264,Normal,582
SD-00755,CR-004,CMP-001,2026-09-09 14:54,61.42,0.346,15.2,29.1,144.8,1558.0,26.9,61.42,0.346,Normal,576
SD-00756,CR-004,CMP-001,2026-09-09 18:30,60.2,0.338,19.0,26.7,148.0,1561.6,26.7,60.2,0.338,Normal,570
SD-00757,CR-004,CMP-001,2026-09-09 22:06,60.26,0.288,17.6,29.1,140.8,1565.2,31.9,60.26,0.288,Normal,564
SD-00758,CR-004,CMP-001,2026-09-10 01:42,57.81,0.276,18.7,28.9,144.6,1568.8,27.9,57.81,0.276,Normal,558
SD-00759,CR-004,CMP-001,2026-09-10 05:18,60.49,0.291,20.8,29.3,148.5,1572.4,26.1,60.49,0.291,Normal,552
SD-00760,CR-004,CMP-001,2026-09-10 08:54,59.9,0.288,16.0,28.5,142.8,1576.0,29.3,59.9,0.288,Normal,546
SD-00761,CR-004,CMP-001,2026-09-10 12:30,58.72,0.369,16.2,28.3,148.2,1579.6,26.9,58.72,0.369,Normal,540
SD-00762,CR-004,CMP-001,2026-09-10 16:06,61.02,0.251,20.9,28.0,142.6,1583.2,27.4,61.02,0.251,Normal,534
SD-00763,CR-004,CMP-001,2026-09-10 19:42,60.97,0.277,16.5,27.7,140.3,1586.8,31.6,60.97,0.277,Normal,528
SD-00764,CR-004,CMP-001,2026-09-10 23:18,59.32,0.333,18.4,26.5,145.0,1590.4,29.6,59.32,0.333,Normal,522
SD-00765,CR-004,CMP-001,2026-09-11 02:54,59.77,0.348,20.0,29.4,143.2,1594.0,25.8,59.77,0.348,Normal,516
SD-00766,CR-004,CMP-001,2026-09-11 06:30,59.26,0.308,19.1,24.7,145.0,1597.6,28.3,59.26,0.308,Normal,510
SD-00767,CR-004,CMP-001,2026-09-11 10:06,59.67,0.352,18.8,30.0,144.1,1601.2,29.9,59.67,0.352,Normal,504
SD-00768,CR-004,CMP-001,2026-09-11 13:42,61.96,0.352,15.8,27.6,143.6,1604.8,29.0,61.96,0.352,Normal,498
SD-00769,CR-004,CMP-001,2026-09-11 17:18,60.82,0.266,18.1,25.0,150.8,1608.4,27.0,60.82,0.266,Normal,492
SD-00770,CR-004,CMP-001,2026-09-11 20:54,60.07,0.288,20.3,23.7,144.9,1612.0,27.8,60.07,0.288,Normal,486
SD-00771,CR-004,CMP-001,2026-09-12 00:30,59.46,0.369,16.2,29.2,146.4,1615.6,30.5,59.46,0.369,Normal,480
SD-00772,CR-004,CMP-001,2026-09-12 04:06,59.2,0.271,20.2,28.6,138.8,1619.2,26.9,59.2,0.271,Normal,474
SD-00773,CR-004,CMP-001,2026-09-12 07:42,60.46,0.334,16.6,23.6,147.1,1622.8,25.6,60.46,0.334,Normal,468
SD-00774,CR-004,CMP-001,2026-09-12 11:18,57.58,0.187,19.6,28.2,144.1,1626.4,30.8,57.58,0.187,Normal,462
SD-00775,CR-004,CMP-001,2026-09-12 14:54,60.76,0.365,15.2,27.9,138.5,1630.0,27.5,60.76,0.365,Normal,456
SD-00776,CR-004,CMP-001,2026-09-12 18:30,59.7,0.325,18.1,28.9,147.8,1633.6,32.3,59.7,0.325,Normal,450
SD-00777,CR-004,CMP-001,2026-09-12 22:06,59.62,0.262,18.5,26.8,150.9,1637.2,27.4,59.62,0.262,Normal,444
